"item","subject","y","a","z"
46,26,1.83868218510296,1,NA
47,26,0.86506765785993,0,NA
48,26,2.61553088787869,1,NA
49,26,0.504989755849593,0,NA
50,26,1.61174599926821,1,NA
1,27,0.676928971400519,0,0.169147325143338
2,27,-0.873024565363507,1,0.169147325143338
3,27,0.979546910581314,0,0.169147325143338
4,27,1.92755658871558,1,0.169147325143338
5,27,-0.0849658170158459,0,0.169147325143338
6,27,1.6444319149121,1,0.169147325143338
7,27,-0.847995676606797,0,0.169147325143338
8,27,0.950140235065142,1,0.169147325143338
9,27,0.427426019966005,0,0.169147325143338
10,27,-0.108039777940412,1,0.169147325143338
11,27,0.499080917060918,0,0.169147325143338
12,27,1.11218833814546,1,0.169147325143338
13,27,-0.351470803693692,0,0.169147325143338
14,27,0.958383989103971,1,0.169147325143338
15,27,-0.443744745222416,0,0.169147325143338
16,27,0.793460755210211,1,0.169147325143338
17,27,-0.61269608404195,0,0.169147325143338
18,27,0.0411503711300234,1,0.169147325143338
19,27,-1.19986603150298,0,0.169147325143338
20,27,0.189315104486751,1,0.169147325143338
21,27,0.335274756112882,0,0.169147325143338
22,27,0.227393160997359,1,0.169147325143338
23,27,0.0549762787801579,0,0.169147325143338
24,27,0.472593355784983,1,0.169147325143338
25,27,-1.73475081930312,0,0.169147325143338
26,27,-0.278037105006526,1,0.169147325143338
27,27,-1.41394956860163,0,0.169147325143338
28,27,0.402517601346777,1,0.169147325143338
29,27,-0.0129845342242256,0,0.169147325143338
30,27,0.0569086453934959,1,0.169147325143338
31,27,0.696666599307885,0,0.169147325143338
32,27,-0.83575146200885,1,0.169147325143338
33,27,-0.240870396988347,0,0.169147325143338
34,27,1.063245707321,1,0.169147325143338
35,27,-0.357503533636834,0,0.169147325143338
36,27,0.018558307401787,1,0.169147325143338
37,27,0.16312901614765,0,0.169147325143338
38,27,0.285480813186764,1,0.169147325143338
39,27,-0.325925555914075,0,0.169147325143338
40,27,1.31330153786158,1,0.169147325143338
41,27,NA,0,0.169147325143338
42,27,0.355492021321145,1,0.169147325143338
43,27,0.619304272504713,0,0.169147325143338
44,27,0.582220596112621,1,0.169147325143338
45,27,-0.921786646698265,0,0.169147325143338
46,27,0.82467522485563,1,0.169147325143338
47,27,-0.169152562180171,0,0.169147325143338
48,27,-0.55627117442501,1,0.169147325143338
49,27,-0.750081317462089,0,0.169147325143338
50,27,0.416562049266705,1,0.169147325143338
1,28,0.611958421055922,0,-1.80980424868764
2,28,0.464020066453568,1,-1.80980424868764
3,28,0.409197156793299,0,-1.80980424868764
4,28,2.39945580137755,1,-1.80980424868764
5,28,0.983031429851205,0,-1.80980424868764
6,28,1.27736536320932,1,-1.80980424868764
7,28,-0.273616809740058,0,-1.80980424868764
8,28,1.42596992411961,1,-1.80980424868764
9,28,1.11927047150203,0,-1.80980424868764
10,28,0.724755482015792,1,-1.80980424868764
11,28,0.799771667740316,0,-1.80980424868764
12,28,1.30602362706503,1,-1.80980424868764
13,28,0.202022570351197,0,-1.80980424868764
14,28,0.318266865367443,1,-1.80980424868764
15,28,0.545866823706498,0,-1.80980424868764
16,28,2.08642404178323,1,-1.80980424868764
17,28,-0.609621104459679,0,-1.80980424868764
18,28,1.59617102386598,1,-1.80980424868764
19,28,0.956827379337773,0,-1.80980424868764
20,28,0.602551014663995,1,-1.80980424868764
21,28,0.0239470974436349,0,-1.80980424868764
22,28,2.24620981380931,1,-1.80980424868764
23,28,0.0675499174519901,0,-1.80980424868764
24,28,1.62956838404755,1,-1.80980424868764
25,28,0.220112956206978,0,-1.80980424868764
26,28,NA,1,-1.80980424868764
27,28,-0.720462997663539,0,-1.80980424868764
28,28,0.592448887077473,1,-1.80980424868764
29,28,1.09129092640303,0,-1.80980424868764
30,28,0.921628357747505,1,-1.80980424868764
31,28,0.429140112216338,0,-1.80980424868764
32,28,0.286776600281798,1,-1.80980424868764
33,28,0.25433326680617,0,-1.80980424868764
34,28,2.72138995472285,1,-1.80980424868764
35,28,-0.684446811182127,0,-1.80980424868764
36,28,0.510267004190449,1,-1.80980424868764
37,28,0.761738275703916,0,-1.80980424868764
38,28,1.49568502605813,1,-1.80980424868764
39,28,-0.409153268517028,0,-1.80980424868764
40,28,0.830913553474627,1,-1.80980424868764
41,28,1.36887132623736,0,-1.80980424868764
42,28,1.99879605278784,1,-1.80980424868764
43,28,1.11855971516633,0,-1.80980424868764
44,28,1.33497122390086,1,-1.80980424868764
45,28,1.79240511667476,0,-1.80980424868764
46,28,0.274998665573062,1,-1.80980424868764
47,28,0.120155821014583,0,-1.80980424868764
48,28,1.6524919221171,1,-1.80980424868764
49,28,-0.39350074346169,0,-1.80980424868764
50,28,0.00285839440658953,1,-1.80980424868764
1,29,1.69637075051687,0,NA
2,29,1.29612290160535,1,NA
3,29,-0.199335092027788,0,NA
4,29,2.92774436230227,1,NA
5,29,-0.000468590189819484,0,NA
6,29,2.20420794896541,1,NA
7,29,NA,0,NA
8,29,-0.121749666229819,1,NA
9,29,0.49901693533843,0,NA
10,29,0.604261076209009,1,NA
11,29,0.00262081795914626,0,NA
12,29,2.04925393488134,1,NA
13,29,1.0433052071676,0,NA
14,29,-0.545717769772476,1,NA
15,29,1.20940141423237,0,NA
16,29,1.13105330755204,1,NA
17,29,-0.743939248317993,0,NA
18,29,0.765529539402575,1,NA
19,29,-0.248493088876507,0,NA
20,29,0.805603221619178,1,NA
21,29,1.14980333369554,0,NA
22,29,1.47542958308992,1,NA
23,29,1.6147645690653,0,NA
24,29,1.07256247678274,1,NA
25,29,-0.518734223757945,0,NA
26,29,0.504751436589368,1,NA
27,29,0.0995253789248538,0,NA
28,29,-0.486793830216109,1,NA
29,29,-1.46920120197812,0,NA
30,29,0.232808360530726,1,NA
31,29,1.21290172741297,0,NA
32,29,1.67190163346234,1,NA
33,29,0.787444859736875,0,NA
34,29,1.66943614577225,1,NA
35,29,-0.214103729757392,0,NA
36,29,1.90977115757564,1,NA
37,29,-0.0620336272448648,0,NA
38,29,1.74866982523141,1,NA
39,29,0.62668659110986,0,NA
40,29,-0.276575899574862,1,NA
41,29,-1.08192887948516,0,NA
42,29,-0.044951533048595,1,NA
43,29,NA,0,NA
44,29,-0.445980211880454,1,NA
45,29,NA,0,NA
46,29,0.0388306860205326,1,NA
47,29,-2.24896882561485,0,NA
48,29,0.946416547207839,1,NA
49,29,0.510641641073203,0,NA
50,29,1.03653687260669,1,NA
1,30,-1.82579435199437,0,-1.85599053945414
2,30,0.597507344100042,1,-1.85599053945414
3,30,-0.107191967064228,0,-1.85599053945414
4,30,1.15053631088361,1,-1.85599053945414
5,30,-0.0883960205229086,0,-1.85599053945414
6,30,1.21246121540105,1,-1.85599053945414
7,30,NA,0,-1.85599053945414
8,30,0.6968892424167,1,-1.85599053945414
9,30,0.137058525785703,0,-1.85599053945414
10,30,-0.373889625886997,1,-1.85599053945414
11,30,-0.713575307194699,0,-1.85599053945414
12,30,-0.581057821925275,1,-1.85599053945414
13,30,-0.926052629617706,0,-1.85599053945414
14,30,0.49634258544204,1,-1.85599053945414
15,30,0.306628919865329,0,-1.85599053945414
16,30,1.51322796555239,1,-1.85599053945414
17,30,0.13347691471566,0,-1.85599053945414
18,30,0.450840649946441,1,-1.85599053945414
19,30,-0.507081525724611,0,-1.85599053945414
20,30,0.755435014242022,1,-1.85599053945414
21,30,-1.0207912935976,0,-1.85599053945414
22,30,0.145220796439347,1,-1.85599053945414
23,30,0.411418877777366,0,-1.85599053945414
24,30,1.27399488382927,1,-1.85599053945414
25,30,-2.15947047834851,0,-1.85599053945414
26,30,-0.247078757267066,1,-1.85599053945414
27,30,0.824225134900242,0,-1.85599053945414
28,30,-0.126023192763758,1,-1.85599053945414
29,30,-0.651187056846096,0,-1.85599053945414
30,30,-1.18533546339871,1,-1.85599053945414
31,30,NA,0,-1.85599053945414
32,30,-0.873480181067035,1,-1.85599053945414
33,30,-0.512710672067409,0,-1.85599053945414
34,30,0.940390331777856,1,-1.85599053945414
35,30,-1.81163732050185,0,-1.85599053945414
36,30,0.577026863402203,1,-1.85599053945414
37,30,-0.184673232714629,0,-1.85599053945414
38,30,0.124918747657139,1,-1.85599053945414
39,30,-2.09715914060885,0,-1.85599053945414
40,30,1.04933713414236,1,-1.85599053945414
41,30,-1.02520298367,0,-1.85599053945414
42,30,-0.884649691135244,1,-1.85599053945414
43,30,0.45326155214193,0,-1.85599053945414
44,30,-0.721511522733993,1,-1.85599053945414
45,30,-0.881790761572845,0,-1.85599053945414
46,30,-0.00252763523066879,1,-1.85599053945414
47,30,-0.875620061718193,0,-1.85599053945414
48,30,1.21377154017489,1,-1.85599053945414
49,30,0.0572951787294848,0,-1.85599053945414
50,30,-1.38094891507191,1,-1.85599053945414
1,31,-0.00517922374665392,0,0.180098139682481
2,31,-0.0289291339815153,1,0.180098139682481
3,31,0.871366595214249,0,0.180098139682481
4,31,1.50233881882367,1,0.180098139682481
5,31,-0.0475200230100539,0,0.180098139682481
6,31,0.86531881806019,1,0.180098139682481
7,31,-1.50254270833074,0,0.180098139682481
8,31,-0.849624590682525,1,0.180098139682481
9,31,-0.258193698765994,0,0.180098139682481
10,31,-0.46230652506922,1,0.180098139682481
11,31,0.185612249597294,0,0.180098139682481
12,31,-1.32987260129015,1,0.180098139682481
13,31,-0.713844053529728,0,0.180098139682481
14,31,-1.13302745389688,1,0.180098139682481
15,31,0.973333441209018,0,0.180098139682481
16,31,0.748315023371165,1,0.180098139682481
17,31,-1.01979427634292,0,0.180098139682481
18,31,-0.0269648117307862,1,0.180098139682481
19,31,0.230346420378494,0,0.180098139682481
20,31,0.197710376352006,1,0.180098139682481
21,31,0.576988511066336,0,0.180098139682481
22,31,0.854441519862953,1,0.180098139682481
23,31,0.814342720956484,0,0.180098139682481
24,31,-0.529634514676885,1,0.180098139682481
25,31,-2.18810154413391,0,0.180098139682481
26,31,-0.451710555176756,1,0.180098139682481
27,31,-0.307183977963823,0,0.180098139682481
28,31,-0.961335210788662,1,0.180098139682481
29,31,-0.92432822505998,0,0.180098139682481
30,31,-1.09776031310599,1,0.180098139682481
31,31,0.938304644010659,0,0.180098139682481
32,31,1.30365758249662,1,0.180098139682481
33,31,-0.495374279691364,0,0.180098139682481
34,31,0.343338312290835,1,0.180098139682481
35,31,-1.29798489710352,0,0.180098139682481
36,31,-0.365196578760381,1,0.180098139682481
37,31,0.409823559687329,0,0.180098139682481
38,31,-0.85666476962679,1,0.180098139682481
39,31,-0.542795197786195,0,0.180098139682481
40,31,0.945138561612173,1,0.180098139682481
41,31,-0.487916437518078,0,0.180098139682481
42,31,0.530769384572902,1,0.180098139682481
43,31,0.747380758606722,0,0.180098139682481
44,31,-0.711955798941283,1,0.180098139682481
45,31,-0.259583659070001,0,0.180098139682481
46,31,-0.388918471186547,1,0.180098139682481
47,31,-0.995337157292008,0,0.180098139682481
48,31,0.322472708690447,1,0.180098139682481
49,31,-0.414172305265702,0,0.180098139682481
50,31,-0.340320354510915,1,0.180098139682481
1,32,0.964553568448671,0,-1.99009408926761
2,32,0.438934451661673,1,-1.99009408926761
3,32,0.808292223803462,0,-1.99009408926761
4,32,4.3311035235272,1,-1.99009408926761
5,32,0.988137120411482,0,-1.99009408926761
6,32,2.28166675823126,1,-1.99009408926761
7,32,0.258590350109527,0,-1.99009408926761
8,32,1.25240413120615,1,-1.99009408926761
9,32,1.40591864759516,0,-1.99009408926761
10,32,NA,1,-1.99009408926761
11,32,1.96085077563526,0,-1.99009408926761
12,32,2.27980669753915,1,-1.99009408926761
13,32,0.743606292195489,0,-1.99009408926761
14,32,0.695399081158647,1,-1.99009408926761
15,32,NA,0,-1.99009408926761
16,32,1.60129593990715,1,-1.99009408926761
17,32,1.04862364346511,0,-1.99009408926761
18,32,1.77530740400996,1,-1.99009408926761
19,32,1.2656052981909,0,-1.99009408926761
20,32,1.66154270288326,1,-1.99009408926761
21,32,0.617091249871798,0,-1.99009408926761
22,32,1.04977654000621,1,-1.99009408926761
23,32,2.02396463755041,0,-1.99009408926761
24,32,0.671527394377789,1,-1.99009408926761
25,32,-1.06613607145567,0,-1.99009408926761
26,32,0.729887105052075,1,-1.99009408926761
27,32,-1.07220677305434,0,-1.99009408926761
28,32,0.474461460275082,1,-1.99009408926761
29,32,-0.987967248363533,0,-1.99009408926761
30,32,-0.11830530521789,1,-1.99009408926761
31,32,0.661129374830393,0,-1.99009408926761
32,32,1.37830181979966,1,-1.99009408926761
33,32,1.08790851552461,0,-1.99009408926761
34,32,1.52122895842419,1,-1.99009408926761
35,32,0.574028739629465,0,-1.99009408926761
36,32,2.0220734915254,1,-1.99009408926761
37,32,1.06116806946862,0,-1.99009408926761
38,32,0.785682527842085,1,-1.99009408926761
39,32,1.25569702232342,0,-1.99009408926761
40,32,1.38104231931975,1,-1.99009408926761
41,32,-0.116959923873555,0,-1.99009408926761
42,32,1.88840806070638,1,-1.99009408926761
43,32,1.22211908501775,0,-1.99009408926761
44,32,1.78385946601798,1,-1.99009408926761
45,32,0.584474464587334,0,-1.99009408926761
46,32,1.62242325620756,1,-1.99009408926761
47,32,0.775261658334958,0,-1.99009408926761
48,32,1.14749490495017,1,-1.99009408926761
49,32,0.338539901301258,0,-1.99009408926761
50,32,0.979301986924665,1,-1.99009408926761
1,33,0.410555136280976,0,NA
2,33,0.613742322995747,1,NA
3,33,1.6920113556134,0,NA
4,33,2.06174817009782,1,NA
5,33,0.3346856348017,0,NA
6,33,1.56331486358043,1,NA
7,33,-1.67712480300135,0,NA
8,33,0.50720388333954,1,NA
9,33,-0.678344729724038,0,NA
10,33,NA,1,NA
11,33,-0.313269672075028,0,NA
12,33,2.0724908843086,1,NA
13,33,-0.169011856072672,0,NA
14,33,0.154386847666166,1,NA
15,33,0.590125050724023,0,NA
16,33,1.73479747455885,1,NA
17,33,-1.04244336813404,0,NA
18,33,1.62933672317948,1,NA
19,33,1.76582825912054,0,NA
20,33,0.0260009003498488,1,NA
21,33,-0.254430837580033,0,NA
22,33,1.26875252657447,1,NA
23,33,0.30832645203538,0,NA
24,33,0.092053544640076,1,NA
25,33,0.19441885320355,0,NA
26,33,0.260669407652469,1,NA
27,33,-0.661684588226253,0,NA
28,33,-0.447866161457168,1,NA
29,33,-0.685713121970728,0,NA
30,33,-0.158294927296497,1,NA
31,33,NA,0,NA
32,33,1.870624020652,1,NA
33,33,0.247170672587164,0,NA
34,33,1.56467785443024,1,NA
35,33,-0.432643637665421,0,NA
36,33,0.896332989487239,1,NA
37,33,-0.515933077738572,0,NA
38,33,-0.207765391811023,1,NA
39,33,-0.298717154513968,0,NA
40,33,-0.390786518347092,1,NA
41,33,-0.337383545846751,0,NA
42,33,NA,1,NA
43,33,1.54252384484548,0,NA
44,33,-1.91296630181114,1,NA
45,33,0.035211936164703,0,NA
46,33,1.09267413873746,1,NA
47,33,-0.202731996087518,0,NA
48,33,NA,1,NA
49,33,-0.480916142952902,0,NA
50,33,0.248390819608524,1,NA
1,34,0.197722942672369,0,NA
2,34,-0.235695111368901,1,NA
3,34,0.693370772467622,0,NA
4,34,1.1308858966327,1,NA
5,34,0.135684870433989,0,NA
6,34,1.07440068376711,1,NA
7,34,0.301790490164654,0,NA
8,34,0.77985398475337,1,NA
9,34,-0.166458868848751,0,NA
10,34,0.718217606761404,1,NA
11,34,NA,0,NA
12,34,1.17912036852613,1,NA
13,34,0.0434100924776823,0,NA
14,34,0.900857453763015,1,NA
15,34,-0.707066253573901,0,NA
16,34,1.40532466165372,1,NA
17,34,-1.44133921145269,0,NA
18,34,0.962782367435689,1,NA
19,34,0.898437354086157,0,NA
20,34,-0.168580391551649,1,NA
21,34,0.23426137463669,0,NA
22,34,0.291761508913138,1,NA
23,34,-0.088820549563662,0,NA
24,34,0.554534293261943,1,NA
25,34,-0.48703522745318,0,NA
26,34,-1.23641026511547,1,NA
27,34,-0.959809124385316,0,NA
28,34,-0.360589902814734,1,NA
29,34,NA,0,NA
30,34,NA,1,NA
31,34,2.20863976468935,0,NA
32,34,1.17838888955446,1,NA
33,34,-0.940398488869112,0,NA
34,34,1.92147449408998,1,NA
35,34,-0.135594743434231,0,NA
36,34,1.65465068222398,1,NA
37,34,-0.546542515476184,0,NA
38,34,-0.43332123939877,1,NA
39,34,-0.339146169692972,0,NA
40,34,1.40155880722806,1,NA
41,34,0.239045594772765,0,NA
42,34,-0.146301899584403,1,NA
43,34,1.73244379043441,0,NA
44,34,-0.207701339366032,1,NA
45,34,-0.062498365610869,0,NA
46,34,0.738350517421725,1,NA
47,34,-0.371010611349224,0,NA
48,34,0.934418998917156,1,NA
49,34,0.200239126824807,0,NA
50,34,0.816436530988386,1,NA
1,35,1.19028173515196,0,0.30259739671407
2,35,1.85297861611861,1,0.30259739671407
3,35,0.503582577038194,0,0.30259739671407
4,35,2.08459048829901,1,0.30259739671407
5,35,0.131612677860223,0,0.30259739671407
6,35,2.77593000891916,1,0.30259739671407
7,35,-0.480895771241074,0,0.30259739671407
8,35,1.96107548688444,1,0.30259739671407
9,35,-0.132680568558696,0,0.30259739671407
10,35,0.719861255964755,1,0.30259739671407
11,35,-0.0316301371506698,0,0.30259739671407
12,35,0.332162396882326,1,0.30259739671407
13,35,0.0732481921608077,0,0.30259739671407
14,35,-0.350019056625862,1,0.30259739671407
15,35,-0.185430715338107,0,0.30259739671407
16,35,1.54294473051753,1,0.30259739671407
17,35,-0.298366461330683,0,0.30259739671407
18,35,1.74642281489982,1,0.30259739671407
19,35,0.659898100928437,0,0.30259739671407
20,35,1.29021789682143,1,0.30259739671407
21,35,1.29901064844273,0,0.30259739671407
22,35,0.578095587356241,1,0.30259739671407
23,35,0.0229195976371168,0,0.30259739671407
24,35,1.59157263210958,1,0.30259739671407
25,35,-0.277753310513294,0,0.30259739671407
26,35,0.271448194366724,1,0.30259739671407
27,35,-1.01694564750622,0,0.30259739671407
28,35,-0.254693149432421,1,0.30259739671407
29,35,-0.21143240754105,0,0.30259739671407
30,35,0.0866117895283147,1,0.30259739671407
31,35,1.5173831383392,0,0.30259739671407
32,35,1.22735183662466,1,0.30259739671407
33,35,1.08029290352967,0,0.30259739671407
34,35,1.61321637125956,1,0.30259739671407
35,35,-0.696869538340885,0,0.30259739671407
36,35,2.11212913294852,1,0.30259739671407
37,35,0.0519705804408002,0,0.30259739671407
38,35,0.309852978143503,1,0.30259739671407
39,35,-0.308839651738503,0,0.30259739671407
40,35,0.68858743355452,1,0.30259739671407
41,35,NA,0,0.30259739671407
42,35,0.681822818853524,1,0.30259739671407
43,35,0.483624941558311,0,0.30259739671407
44,35,-0.597076784516327,1,0.30259739671407
45,35,1.65595662534727,0,0.30259739671407
46,35,0.817521500261872,1,0.30259739671407
47,35,-0.319648725091707,0,0.30259739671407
48,35,0.776000308429164,1,0.30259739671407
49,35,0.630586411860393,0,0.30259739671407
50,35,0.801056237018539,1,0.30259739671407
1,36,1.06056026869913,0,0.601538145366778
2,36,0.211901540458863,1,0.601538145366778
3,36,1.14826283640036,0,0.601538145366778
4,36,1.27061128174397,1,0.601538145366778
5,36,0.118088962524363,0,0.601538145366778
6,36,2.5177701929129,1,0.601538145366778
7,36,-0.813059619785206,0,0.601538145366778
8,36,1.21943943068426,1,0.601538145366778
9,36,0.811501088270096,0,0.601538145366778
10,36,0.761448609923392,1,0.601538145366778
11,36,1.527447812352,0,0.601538145366778
12,36,1.62331123602316,1,0.601538145366778
13,36,0.215452217016357,0,0.601538145366778
14,36,-0.110183662171049,1,0.601538145366778
15,36,NA,0,0.601538145366778
16,36,1.63401166352772,1,0.601538145366778
17,36,-1.2232694487734,0,0.601538145366778
18,36,1.24660279976766,1,0.601538145366778
19,36,1.85272369398372,0,0.601538145366778
20,36,1.07284125614559,1,0.601538145366778
21,36,0.452485873472878,0,0.601538145366778
22,36,1.07718401209998,1,0.601538145366778
23,36,0.681778148675738,0,0.601538145366778
24,36,1.16825264446936,1,0.601538145366778
25,36,-0.833675214464406,0,0.601538145366778
26,36,1.78028560989058,1,0.601538145366778
27,36,-0.325325051023216,0,0.601538145366778
28,36,0.721381463353868,1,0.601538145366778
29,36,-0.903926829565784,0,0.601538145366778
30,36,-0.430451954354947,1,0.601538145366778
31,36,1.85006022102117,0,0.601538145366778
32,36,1.38411532809949,1,0.601538145366778
33,36,0.997859653297742,0,0.601538145366778
34,36,1.4491385596073,1,0.601538145366778
35,36,-0.293287482796815,0,0.601538145366778
36,36,2.21523430586355,1,0.601538145366778
37,36,-0.207769871476245,0,0.601538145366778
38,36,0.812559061429531,1,0.601538145366778
39,36,0.539533119708853,0,0.601538145366778
40,36,2.58023409199917,1,0.601538145366778
41,36,-0.0412280958740148,0,0.601538145366778
42,36,0.355103733513916,1,0.601538145366778
43,36,NA,0,0.601538145366778
44,36,1.62652409010144,1,0.601538145366778
45,36,0.0523824757322355,0,0.601538145366778
46,36,0.385115843892378,1,0.601538145366778
47,36,0.653306955760706,0,0.601538145366778
48,36,NA,1,0.601538145366778
49,36,0.363524312976553,0,0.601538145366778
50,36,0.746652714570223,1,0.601538145366778
1,37,0.20527139677544,0,0.585532795205056
2,37,0.819640901809349,1,0.585532795205056
3,37,NA,0,0.585532795205056
4,37,1.2351579055111,1,0.585532795205056
5,37,0.559931900875936,0,0.585532795205056
6,37,2.55223957183965,1,0.585532795205056
7,37,-0.199895253009808,0,0.585532795205056
8,37,0.445211622986325,1,0.585532795205056
9,37,0.0994686902561742,0,0.585532795205056
10,37,1.15948768679268,1,0.585532795205056
11,37,0.913034915653076,0,0.585532795205056
12,37,1.80645469196863,1,0.585532795205056
13,37,-0.482897763329084,0,0.585532795205056
14,37,-0.0503989804898138,1,0.585532795205056
15,37,1.01191021498695,0,0.585532795205056
16,37,2.89046414368373,1,0.585532795205056
17,37,0.288757296745414,0,0.585532795205056
18,37,0.771021523507122,1,0.585532795205056
19,37,1.31602369515758,0,0.585532795205056
20,37,1.04239407704634,1,0.585532795205056
21,37,0.237281926487867,0,0.585532795205056
22,37,0.833705465072051,1,0.585532795205056
23,37,0.219817014685631,0,0.585532795205056
24,37,0.0271739643943516,1,0.585532795205056
25,37,-0.185661582761355,0,0.585532795205056
26,37,0.0175810279826114,1,0.585532795205056
27,37,-2.22413189345198,0,0.585532795205056
28,37,-0.955983247040177,1,0.585532795205056
29,37,-0.356516783957551,0,0.585532795205056
30,37,0.578761004636883,1,0.585532795205056
31,37,2.36578603380929,0,0.585532795205056
32,37,0.836412779415817,1,0.585532795205056
33,37,-0.204027990619886,0,0.585532795205056
34,37,1.81990223502746,1,0.585532795205056
35,37,0.0466684779178919,0,0.585532795205056
36,37,-0.0192828115821213,1,0.585532795205056
37,37,0.272395418565196,0,0.585532795205056
38,37,0.179793393191146,1,0.585532795205056
39,37,-0.332329614291464,0,0.585532795205056
40,37,NA,1,0.585532795205056
41,37,-0.616149135999118,0,0.585532795205056
42,37,-0.17325596507928,1,0.585532795205056
43,37,0.219325021284442,0,0.585532795205056
44,37,0.439952674057874,1,0.585532795205056
45,37,-0.052634125841274,0,0.585532795205056
46,37,1.72659173429646,1,0.585532795205056
47,37,-0.43508198455838,0,0.585532795205056
48,37,0.531452748321415,1,0.585532795205056
49,37,0.725309742379305,0,0.585532795205056
50,37,0.926103094352921,1,0.585532795205056
1,38,-0.737788178617336,0,0.748401036324503
2,38,-1.37515617736129,1,0.748401036324503
3,38,1.1717884283889,0,0.748401036324503
4,38,1.26003658730023,1,0.748401036324503
5,38,0.419081624090604,0,0.748401036324503
6,38,1.47142769708151,1,0.748401036324503
7,38,-1.039880600158,0,0.748401036324503
8,38,0.646720640053665,1,0.748401036324503
9,38,-1.29542069885733,0,0.748401036324503
10,38,0.197894558019057,1,0.748401036324503
11,38,-0.433862551919267,0,0.748401036324503
12,38,1.98781834770053,1,0.748401036324503
13,38,-0.534713058573866,0,0.748401036324503
14,38,0.275769219717089,1,0.748401036324503
15,38,-0.201599673301559,0,0.748401036324503
16,38,-0.106016978746614,1,0.748401036324503
17,38,-1.54740641018619,0,0.748401036324503
18,38,1.16489258659775,1,0.748401036324503
19,38,-0.69812420590117,0,0.748401036324503
20,38,-1.07523033349438,1,0.748401036324503
21,38,-1.08664592576789,0,0.748401036324503
22,38,NA,1,0.748401036324503
23,38,-0.924842783917082,0,0.748401036324503
24,38,-0.139324897176616,1,0.748401036324503
25,38,-2.4783217440292,0,0.748401036324503
26,38,-0.627446705262654,1,0.748401036324503
27,38,-2.07005921038253,0,0.748401036324503
28,38,-0.639181038982851,1,0.748401036324503
29,38,NA,0,0.748401036324503
30,38,-1.02153672709548,1,0.748401036324503
31,38,0.293160884597983,0,0.748401036324503
32,38,NA,1,0.748401036324503
33,38,-0.200541437437199,0,0.748401036324503
34,38,NA,1,0.748401036324503
35,38,-0.171683448332304,0,0.748401036324503
36,38,1.1208083131566,1,0.748401036324503
37,38,0.533267458896676,0,0.748401036324503
38,38,-0.599834419426066,1,0.748401036324503
39,38,1.36701768173781,0,0.748401036324503
40,38,0.867131800455543,1,0.748401036324503
41,38,-0.447593147454842,0,0.748401036324503
42,38,0.536019528005964,1,0.748401036324503
43,38,1.52611998278385,0,0.748401036324503
44,38,-0.120781240872105,1,0.748401036324503
45,38,0.593574243173186,0,0.748401036324503
46,38,-0.331792534965561,1,0.748401036324503
47,38,-1.66296551314107,0,0.748401036324503
48,38,0.799378626015627,1,0.748401036324503
49,38,-0.651745628705918,0,0.748401036324503
50,38,-0.129127179906739,1,0.748401036324503
1,39,NA,0,1.61445295304812
2,39,-0.866966267862938,1,1.61445295304812
3,39,-0.393317889176508,0,1.61445295304812
4,39,0.415045353394539,1,1.61445295304812
5,39,-1.08794644350859,0,1.61445295304812
6,39,NA,1,1.61445295304812
7,39,-2.33346071215183,0,1.61445295304812
8,39,0.506929068609076,1,1.61445295304812
9,39,-0.841628058614444,0,1.61445295304812
10,39,-0.727586800667652,1,1.61445295304812
11,39,-0.286404583552558,0,1.61445295304812
12,39,-0.445096594437887,1,1.61445295304812
13,39,-0.775118234501252,0,1.61445295304812
14,39,-0.861405904623933,1,1.61445295304812
15,39,-1.03313778334831,0,1.61445295304812
16,39,NA,1,1.61445295304812
17,39,-2.22602312383358,0,1.61445295304812
18,39,NA,1,1.61445295304812
19,39,-2.00262762489531,0,1.61445295304812
20,39,NA,1,1.61445295304812
21,39,-0.947237282667958,0,1.61445295304812
22,39,-0.377291599303218,1,1.61445295304812
23,39,-0.0909866595718241,0,1.61445295304812
24,39,-0.287569494276009,1,1.61445295304812
25,39,-1.63552176264049,0,1.61445295304812
26,39,-1.40718070170007,1,1.61445295304812
27,39,-1.65343926431524,0,1.61445295304812
28,39,-0.844346261519985,1,1.61445295304812
29,39,-2.25237677526974,0,1.61445295304812
30,39,-0.397916405472087,1,1.61445295304812
31,39,-0.489863123139029,0,1.61445295304812
32,39,-0.531081873304293,1,1.61445295304812
33,39,-0.970373479644201,0,1.61445295304812
34,39,1.75110691913176,1,1.61445295304812
35,39,-2.23468840182092,0,1.61445295304812
36,39,0.582261093261043,1,1.61445295304812
37,39,-0.362516727507554,0,1.61445295304812
38,39,-1.53451672964824,1,1.61445295304812
39,39,-1.54708541223627,0,1.61445295304812
40,39,0.344908346334364,1,1.61445295304812
41,39,-1.00282357534979,0,1.61445295304812
42,39,0.427878391979209,1,1.61445295304812
43,39,-0.656043806262631,0,1.61445295304812
44,39,-0.0779596060896423,1,1.61445295304812
45,39,0.160709152239655,0,1.61445295304812
46,39,0.682879521528052,1,1.61445295304812
47,39,-1.24948493269321,0,1.61445295304812
48,39,0.0557227518210093,1,1.61445295304812
49,39,-0.465329756346552,0,1.61445295304812
50,39,-1.16479798647776,1,1.61445295304812
1,40,-0.0208492999077024,0,-0.878835234784653
2,40,1.28541498489244,1,-0.878835234784653
3,40,0.214515374307182,0,-0.878835234784653
